ZIP,city,state_id,state_name,MSA_Name,UHII
2748,South Dartmouth,MA,Massachusetts,"Providence-Warwick, RI-MA",0.184631763389932
2760,North Attleboro,MA,Massachusetts,"Providence-Warwick, RI-MA",1.71030330863294
2762,Plainville,MA,Massachusetts,,0.590379961676469
2763,Attleboro Falls,MA,Massachusetts,"Providence-Warwick, RI-MA",1.77011850259624
2764,North Dighton,MA,Massachusetts,"Providence-Warwick, RI-MA",-0.030137793
2766,Norton,MA,Massachusetts,"Providence-Warwick, RI-MA",-0.180267813126565
2767,Raynham,MA,Massachusetts,"Providence-Warwick, RI-MA",0.620373129459989
2769,Rehoboth,MA,Massachusetts,"Providence-Warwick, RI-MA",-0.0413490407042884
2770,Rochester,MA,Massachusetts,,-0.882560333891933
2771,Seekonk,MA,Massachusetts,"Providence-Warwick, RI-MA",2.22393161411251
2777,Swansea,MA,Massachusetts,"Providence-Warwick, RI-MA",0.715799123374584
2779,Berkley,MA,Massachusetts,"Providence-Warwick, RI-MA",0.0265744448856585
2780,Taunton,MA,Massachusetts,"Providence-Warwick, RI-MA",2.84871583959188
2790,Westport,MA,Massachusetts,"Providence-Warwick, RI-MA",-1.06422273780608
2806,Barrington,RI,Rhode Island,"Providence-Warwick, RI-MA",1.190026549921
2809,Bristol,RI,Rhode Island,"Providence-Warwick, RI-MA",0.912241630602156
2814,Chepachet,RI,Rhode Island,"Providence-Warwick, RI-MA",-2.14634350873192
2816,Coventry,RI,Rhode Island,"Providence-Warwick, RI-MA",1.01749044422625
2817,West Greenwich,RI,Rhode Island,"Providence-Warwick, RI-MA",0.369765346
2818,East Greenwich,RI,Rhode Island,"Providence-Warwick, RI-MA",0.815420623915893
2822,Exeter,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.03947597472494
2826,Glendale,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.504424132
2828,Greenville,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.52184293063589
2830,Harrisville,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.52895499712125
2831,Hope,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.902815023286363
2835,Jamestown,RI,Rhode Island,"Providence-Warwick, RI-MA",-3.289687555
2838,Manville,RI,Rhode Island,"Providence-Warwick, RI-MA",0.006070765
2839,Mapleville,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.504424132
2840,Newport,RI,Rhode Island,"Providence-Warwick, RI-MA",2.05324961151324
2842,Middletown,RI,Rhode Island,"Providence-Warwick, RI-MA",1.80353816446041
2852,North Kingstown,RI,Rhode Island,"Providence-Warwick, RI-MA",0.0945439025461088
2857,North Scituate,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.81924728192929
2858,Oakland,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.504424132
2859,Pascoag,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.81987497197727
2860,Pawtucket,RI,Rhode Island,"Providence-Warwick, RI-MA",8.95175459805776
2861,Pawtucket,RI,Rhode Island,"Providence-Warwick, RI-MA",7.86936372732927
2863,Central Falls,RI,Rhode Island,"Providence-Warwick, RI-MA",5.24423191097056
2864,Cumberland,RI,Rhode Island,"Providence-Warwick, RI-MA",1.21489185397278
2865,Lincoln,RI,Rhode Island,"Providence-Warwick, RI-MA",0.842164327960467
2871,Portsmouth,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.0342785083140086
2874,Saunderstown,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.34128678994659
2876,Slatersville,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.352351156
2878,Tiverton,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.202222173920786
2879,Wakefield,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.807353988269952
2881,Kingston,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.549507091744418
2882,Narragansett,RI,Rhode Island,"Providence-Warwick, RI-MA",-1.67014315486209
2885,Warren,RI,Rhode Island,"Providence-Warwick, RI-MA",1.31929652771183
2886,Warwick,RI,Rhode Island,"Providence-Warwick, RI-MA",4.42041817841589
2888,Warwick,RI,Rhode Island,"Providence-Warwick, RI-MA",4.50484201836449
2889,Warwick,RI,Rhode Island,"Providence-Warwick, RI-MA",2.73318260969315
2892,West Kingston,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.782593769403058
2893,West Warwick,RI,Rhode Island,"Providence-Warwick, RI-MA",3.57072431432234
2895,Woonsocket,RI,Rhode Island,"Providence-Warwick, RI-MA",4.25077905610471
2896,North Smithfield,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.383091117268139
2903,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",8.98429533731975
2904,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",7.46186579549476
2905,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",6.44220443930128
2906,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",6.64547246399442
2907,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",9.57200448264432
2908,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",9.03936486665819
2909,Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",8.79273716634434
2910,Cranston,RI,Rhode Island,"Providence-Warwick, RI-MA",8.29249994288833
2911,North Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",6.08709689367437
2914,East Providence,RI,Rhode Island,"Providence-Warwick, RI-MA",5.23995893795607
2915,Riverside,RI,Rhode Island,"Providence-Warwick, RI-MA",2.20386620293139
2916,Rumford,RI,Rhode Island,"Providence-Warwick, RI-MA",3.90996160074631
2917,Smithfield,RI,Rhode Island,"Providence-Warwick, RI-MA",-0.22474308959492
2919,Johnston,RI,Rhode Island,"Providence-Warwick, RI-MA",2.8893282006572
2920,Cranston,RI,Rhode Island,"Providence-Warwick, RI-MA",6.48850335887756
